,Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,Customer Lifetime Value,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies
8396,QJ49871,Oregon,No,Basic,College,1/21/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Call Center,SUV,Medsize,0.14479407102200675,0.98945394247405,0.0037190525933999247,0.0012272873558219753,0.0004834768371419902,0.0,3.719052593399925e-05
8397,OO65445,Oregon,No,Basic,Bachelor,1/27/11,Unemployed,F,Urban,Married,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Medsize,0.9995078562001914,0.0,0.026824618397266683,0.01000918596912936,0.012811758040485581,0.0,0.0004003674387651744
8398,WP55297,Washington,No,Basic,Bachelor,1/10/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Large,0.9998483781745474,0.0,0.015116594140356987,0.004966880931831581,0.006910443035591765,0.0,0.0015116594140356988
8399,WY12393,Washington,No,Basic,High School or Below,1/23/11,Employed,F,Suburban,Single,Special Auto,Special L1,Offer1,Branch,Two-Door Car,Medsize,0.20919302529400743,0.977873769787659,0.0007570605110432237,5.9145352425251854e-05,0.0007688895815282741,1.1829070485050371e-05,2.3658140970100742e-05
8400,JF32940,Oregon,No,Extended,Bachelor,1/12/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Agent,SUV,Small,0.44199112762883436,0.8970099905355823,0.003668290879537755,0.0003103938436531947,0.0018341454397688775,0.0,5.643524430058085e-05
8401,WX84274,Oregon,No,Basic,Bachelor,2/13/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Small,0.9997465604773452,0.0,0.014368465684877171,0.0020237275612503057,0.0172016842706276,0.0,0.0006071182683750918
8402,CW85845,California,No,Basic,High School or Below,1/8/11,Employed,F,Urban,Married,Corporate Auto,Corporate L2,Offer2,Agent,Four-Door Car,Medsize,0.10886559251399942,0.9940520731297618,0.0027271119655661235,0.0008695139600355756,0.000750943874576179,0.0,3.952336181979889e-05
8403,IO57824,Arizona,No,Extended,Bachelor,2/2/11,Unemployed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize,0.999528409740764,0.0,0.029439718530458143,0.00845968923289027,0.002030325415893665,0.0006767751386312216,0.0003383875693156108
8404,AX86552,California,No,Extended,College,2/18/11,Medical Leave,M,Suburban,Divorced,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize,0.24955737729058114,0.9683503750244801,0.0035025353439126,0.0013285478890702966,0.002133728427900779,4.0259026941524134e-05,0.00028181318859066897
8405,LM84078,Oregon,No,Basic,College,2/21/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Web,SUV,Medsize,0.999953708019786,0.0,0.009608617293758342,0.00041062467067343346,0.0002463748024040601,0.0,0.00016424986826937338
8406,GG87344,Oregon,No,Basic,College,1/4/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Agent,SUV,Medsize,0.07263236837827569,0.9973562268351701,0.0018180550997229986,0.000540016366254356,0.001224037096843207,1.8000545541811866e-05,1.8000545541811866e-05
8407,LA35379,Oregon,No,Basic,Master,1/8/11,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Small,0.047246860201559555,0.9988825261228307,0.0011674232626273456,0.00023988149232068745,0.00011194469641632081,0.0,1.599209948804583e-05
8408,EZ43738,California,No,Basic,Bachelor,2/9/11,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,0.17428269578975578,0.9846888327934974,0.002277046882607557,0.0011050374577360204,0.0026453927018528973,0.0,0.00020091590140654914
8409,DF49110,Oregon,No,Basic,Doctor,1/12/11,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize,0.09021701646346798,0.9959214210663326,0.0007462171238139598,3.341270703644596e-05,0.0009244182280083383,0.0,2.2275138024297306e-05
8410,IL32727,California,No,Extended,High School or Below,2/24/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize,0.9995078047457622,0.0,0.027216576944226696,0.0015745127157817096,0.01552019676984828,0.0,0.00022493038796881566
8411,QV55524,Washington,No,Extended,College,2/6/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Agent,Four-Door Car,Medsize,0.1415784912241152,0.9899253535175999,0.0017925226552335314,0.00016981793575896614,0.00028302989293161023,0.0,5.660597858632204e-05
8412,EB55390,Oregon,No,Basic,Master,2/12/11,Employed,F,Urban,Married,Special Auto,Special L3,Offer3,Web,Four-Door Car,Medsize,0.05817815540666344,0.9983047889512892,0.0014610117878137362,0.000798990821460637,0.00027393971021507556,4.565661836917926e-05,2.282830918458963e-05
8413,KB54415,Arizona,No,Basic,High School or Below,1/30/11,Disabled,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Large,0.18087121225642358,0.9834916245180761,0.004972669378186421,0.0020475697439591148,0.0009506573811238746,0.0,7.312749085568266e-05
8414,PG14554,Arizona,No,Basic,Bachelor,2/26/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,SUV,Small,0.9999936138842911,0.0,0.003508502811762572,9.152616030684971e-05,0.0006711918422502312,0.0,6.101744020456647e-05
8415,QI63521,Nevada,No,Basic,High School or Below,2/24/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Luxury SUV,Medsize,0.9999510589216561,0.0,0.009724690007154597,0.000728051658289649,0.0016641180760906262,0.0,0.00010400737975566414
8416,DC85335,Oregon,No,Basic,College,1/13/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Web,Four-Door Car,Small,0.09071277399830927,0.995875747858016,0.0012193336267706184,0.0005197159720661652,0.0009594756407375358,7.995630339479464e-05,5.996722754609599e-05
8417,SR26762,California,No,Basic,Bachelor,2/7/11,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,0.21484456959507892,0.9766459494554097,0.0017661880993108136,0.0008971114155229529,0.0007569377568474915,0.0,5.6069463470184555e-05
8418,UH86550,Oregon,No,Premium,College,1/17/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Medsize,0.09404285521954739,0.995565302463544,0.002341341220573664,0.0004277450306817271,6.753868905500955e-05,0.0,2.2512896351669846e-05
8419,ON72594,California,No,Extended,Master,2/26/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize,0.19611266458549623,0.980579661758448,0.0016153976187661461,0.00013322866958896052,0.0008493327686296232,0.0,3.330716739724013e-05
8420,LE28486,Oregon,No,Basic,College,2/5/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,0.08616955171453614,0.9962777011905845,0.0021559785786422515,4.311957157284503e-05,0.0009486305746025907,0.0,2.1559785786422514e-05
8421,EJ86526,Oregon,No,Basic,Bachelor,1/15/11,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer2,Web,Four-Door Car,Medsize,0.11029238873326752,0.9938974683286851,0.001406079684377687,0.0003414764947774383,0.0011449506001361166,2.008685263396696e-05,8.034741053586784e-05
8422,DQ92905,Arizona,No,Basic,Bachelor,2/24/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,0.9999866835561863,0.0,0.005003852565980598,0.0012317175547029164,0.00023094704150679682,0.0,0.00015396469433786455
8423,JL25091,California,No,Premium,Bachelor,2/27/11,Employed,M,Rural,Single,Special Auto,Special L2,Offer3,Agent,Four-Door Car,Medsize,0.05791876429491189,0.9983199293142381,0.0014732282898159259,0.00011332525306276352,0.0007429099923003386,1.2591694784751503e-05,1.2591694784751503e-05
8424,HP42153,Washington,No,Basic,High School or Below,1/29/11,Medical Leave,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,0.1789786157485532,0.9838243651736396,0.004870417649374454,0.0009132033092577101,0.005631420407089212,0.0,7.610027577147584e-05
8425,OQ27893,Oregon,No,Basic,High School or Below,1/10/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize,0.14015362283515986,0.990117448621353,0.0035723398926367687,0.0015447956292483323,0.003041316395082654,0.0,4.8274863414010385e-05
8426,PB31909,California,No,Premium,College,1/19/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize,0.999262643046657,0.0,0.03018104898272801,0.004199102467162158,0.023357507473589504,0.0,0.00026244390419763485
8427,AL43715,Nevada,No,Premium,Master,1/29/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Medsize,0.12212559047960807,0.992513243169714,0.0015282773025221755,0.00014694974062713225,0.0006612738328220951,0.0,8.816984437627935e-05
8428,YA70612,Oregon,No,Basic,Bachelor,2/14/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize,0.09114706264870216,0.9958371225614089,0.0007525422477589177,4.0677959338319874e-05,0.0002644067356990792,0.0,2.0338979669159937e-05
8429,LO37570,Arizona,No,Extended,High School or Below,1/7/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,0.28795411530361537,0.9576410643125494,0.0018237624147226527,0.0004973897494698144,0.001563224926905131,0.0,4.737045233045851e-05
8430,XC83045,Nevada,No,Extended,Bachelor,2/9/11,Disabled,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Call Center,Luxury SUV,Small,0.6983450365657663,0.7156942239913597,0.009418703997040836,0.0011879446482754208,0.0024183158911321068,0.0,0.0001272797837437951
8431,NC47038,Arizona,No,Basic,High School or Below,1/10/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,SUV,Medsize,0.09595127238123623,0.9953850582045735,0.0012009559662886564,3.2753344535145174e-05,0.0006987380167497636,0.0,8.734225209372046e-05
8432,DS31990,Oregon,No,Basic,High School or Below,1/12/11,Unemployed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Large,0.999841635899693,0.0,0.01393718389471638,0.0023555803765717824,0.010796410059287337,0.0,0.0005888950941429456
8433,CR99369,Arizona,No,Basic,High School or Below,2/16/11,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Large,0.1538990629694075,0.9880843788571834,0.0019745662112240978,0.0006295718354627558,0.0,5.72338032238869e-05,0.00020031831128360412
8434,RE68901,Washington,No,Basic,College,2/26/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Small,0.26746486582486556,0.9635527912853666,0.003369563521709158,0.0011390073876199971,0.00398652585666999,0.0,0.00014237592345249964
8435,VQ97965,Oregon,No,Extended,Bachelor,2/23/11,Employed,F,Rural,Single,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Medsize,0.04766530409800842,0.998862633147238,0.0012071585126910117,2.7127157588562062e-05,2.7127157588562062e-05,0.0,1.3563578794281031e-05
8436,ZK83518,California,Yes,Basic,College,2/11/11,Retired,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,0.3817029382061393,0.9242613703944282,0.005830478468734271,0.00243661786753074,0.0019144854673455813,0.0,0.00043511033348763215
8437,EJ77557,California,No,Extended,High School or Below,2/7/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,0.09503780903184053,0.9954722933932001,0.0011855978993911712,0.0002866280635890743,0.0011074266093214235,0.0,0.00011725693510462132
8438,QJ62033,Arizona,No,Basic,High School or Below,2/6/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,0.9995324353821264,0.0,0.02938506321943543,0.008277482597024065,0.001655496519404813,0.0,0.00041387412985120325
8439,OH23652,Oregon,No,Extended,Bachelor,2/6/11,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize,0.17372543049138336,0.9847800624771934,0.004515472154779479,0.00011103620052736424,0.0027018808794991964,0.0,3.7012066842454746e-05
8440,NE51159,Oregon,No,Extended,College,1/24/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Small,0.1202200064573515,0.9927460307142839,0.0015104175402156368,0.00027316061897516837,0.0003213654340884334,0.0,9.640963022653001e-05
8441,GU56606,Nevada,No,Extended,Bachelor,1/5/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Branch,Two-Door Car,Medsize,0.2816315755830335,0.9595152998335267,0.0036425912383366145,0.0003311446580306013,0.0008042084552171747,0.0,0.000141919139155972
8442,HR28499,California,No,Extended,Bachelor,1/1/11,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer2,Agent,Two-Door Car,Medsize,0.08893328181745021,0.9960345049842485,0.002239923389977887,0.00011428180561111667,0.0010513926116222734,0.0,2.2856361122223334e-05
8443,VK92827,California,No,Basic,Bachelor,1/26/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Small,0.057084900004056166,0.9983689308605906,0.0007145986194011022,0.00024530997382425895,0.00046928864557684323,0.0,3.199695310751204e-05
8444,DZ85842,California,No,Basic,High School or Below,2/27/11,Retired,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize,0.41212755213157337,0.9111145380306935,0.003660728054587608,0.0007118082328364793,0.0026947025957381006,0.0,0.00010168689040521134
8445,HX87528,California,No,Extended,College,1/28/11,Employed,M,Urban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,0.06760487335147683,0.9977104165769899,0.0017719953344610632,0.0005585637467322917,0.00023112982623405172,0.0,1.9260818852837643e-05
8446,FJ57446,Oregon,No,Basic,College,1/4/11,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Agent,SUV,Small,0.29133377700451196,0.9566141506909752,0.0037305672085876118,0.00010362686690521143,0.00010362686690521143,0.0,0.0002417960227788267
8447,GU91528,Oregon,Yes,Basic,High School or Below,2/3/11,Disabled,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Web,Two-Door Car,Small,0.3365550562679857,0.9416471411905564,0.004825308771221769,0.002689516364287543,0.0008701376472694993,0.00015820684495809078,0.00023731026743713617
8448,LR92373,Nevada,No,Basic,Bachelor,1/7/11,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,0.05306376324208559,0.9985894173145128,0.001345304207144767,0.00018684780654788427,0.0012518803038708247,1.8684780654788428e-05,1.8684780654788428e-05
8449,LC90366,Nevada,Yes,Basic,Bachelor,2/24/11,Retired,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize,0.5851649406679624,0.8109031859639809,0.0037653643644726645,0.00039074535857735196,0.001918204487561546,0.0,7.104461065042764e-05
8450,UI36597,Oregon,No,Extended,Bachelor,2/2/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,SUV,Small,0.5300878914256795,0.8479386657780648,0.002190105586011682,0.0005517059873159199,0.001320750696907808,0.0,3.343672650399514e-05
8451,MD33155,California,Yes,Basic,College,2/9/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Medsize,0.05494555337135238,0.9984875347128535,0.0014051210509818408,0.0002767662676176353,0.001256093060726191,0.0,2.1289712893664252e-05
8452,MB20764,Oregon,No,Premium,High School or Below,2/18/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer4,Branch,Luxury SUV,Medsize,0.9998960455679238,0.0,0.014298711774753625,0.0017589685119736602,0.0005674091974108581,0.0,0.00017022275922325743
8453,JA76884,California,Yes,Premium,Master,1/26/11,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize,0.2307188370682258,0.973017480255491,0.0019019231299343532,0.0003995636827593179,0.0014224467106231718,0.0,3.196509462074543e-05
8454,BQ32117,California,Yes,Basic,Doctor,1/14/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,SUV,Large,0.2974240672363352,0.9547414253759499,0.0024528468232071134,7.008133780591752e-05,0.0013081849723771272,0.0,4.6720891870611685e-05
8455,ZM45168,Oregon,No,Basic,College,2/14/11,Disabled,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,0.1651670746400169,0.9862420149944525,0.004476344597069996,0.0013773367990984604,0.004958412476754458,0.0,6.886683995492301e-05
8456,BE25221,Arizona,No,Extended,High School or Below,2/7/11,Medical Leave,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,0.294370176314929,0.9556788682975349,0.0039042281387204995,0.001666438839697774,0.0024282394521310422,0.0,0.00042851284449371333
8457,II92123,Oregon,No,Extended,High School or Below,2/21/11,Employed,M,Rural,Divorced,Personal Auto,Personal L2,Offer2,Agent,Two-Door Car,Medsize,0.12101157732039225,0.9926504751166805,0.0010136287408287696,5.13229742191782e-05,0.00044907602441780927,0.0,2.56614871095891e-05
8458,PN35535,California,No,Basic,College,2/25/11,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Web,SUV,Medsize,0.04718051509987678,0.9988856700178965,0.0011665077639203666,8.114836618576464e-05,0.00022315800701085275,0.0,1.014354577322058e-05
8459,EI17022,Washington,Yes,Basic,Bachelor,2/5/11,Retired,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,SUV,Medsize,0.630675998867568,0.7760136146435137,0.005960166011086895,0.00010365506106238077,0.0038870647898392795,0.0,0.00010365506106238077
8460,OH41318,Washington,No,Extended,Master,1/7/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Web,SUV,Medsize,0.29894502716073207,0.9542687027774157,0.001499180908602764,0.00029754735590589205,0.0008811979386443726,2.2888258146607082e-05,2.2888258146607082e-05
8461,ER52041,California,No,Extended,College,1/7/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,0.9992021596311421,0.0,0.027778720006975604,0.0058643964459170715,0.028087372451497554,0.0,0.0003086524445219511
8462,PY57181,Oregon,No,Extended,College,2/20/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,0.9999189734174284,0.0,0.00913218956527295,0.0009556942568308901,0.008813624812995987,0.00010618825075898779,0.00021237650151797557
8463,CY12922,Arizona,No,Basic,College,1/31/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Small,0.9995422484667229,0.0,0.02911255971651074,0.003190417503179259,0.00757724157005074,0.0,0.0003988021878974074
8464,YV85096,Oregon,No,Basic,Bachelor,2/19/11,Employed,F,Urban,Married,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Medsize,0.0536582124455079,0.998558829921943,0.0006615668529704036,3.053385475248017e-05,0.0007837022719803242,0.0,8.142361267328043e-05
8465,DG34434,California,Yes,Basic,Bachelor,1/21/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Agent,Two-Door Car,Medsize,0.1785582160481176,0.983924050300711,0.0022463242353539356,0.0005105282353077127,0.0022463242353539356,0.0,0.00027228172549744676
8466,DL14445,California,No,Extended,College,2/21/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Small,0.9999552182371338,0.0,0.00904633111352858,0.0027327458572117586,0.00047116307882961355,0.0,0.00018846523153184542
8467,QL80621,Oregon,No,Basic,Bachelor,2/22/11,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Web,Four-Door Car,Medsize,0.9996164743425725,0.0,0.027546520067072144,0.002665792264555369,0.0008885974215184563,0.0,0.00044429871075922815
8468,NY57065,California,No,Basic,Bachelor,1/8/11,Employed,M,Urban,Married,Corporate Auto,Corporate L1,Offer1,Call Center,Two-Door Car,Small,0.0654612646155703,0.9978536716716089,0.0016500363483402248,0.0003253592799544105,0.00020915953711354962,0.0,2.323994856817218e-05
8469,EO17010,California,No,Basic,Master,2/12/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer3,Agent,SUV,Large,0.15203837086952987,0.9883669714424914,0.0038079343931640007,0.0004799917302307564,0.0005759900762769076,0.0,3.1999448682050426e-05
8470,LC47479,Oregon,No,Extended,College,1/11/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Branch,Luxury Car,Small,0.6282763567046264,0.7779723994292438,0.005246188236092469,0.00021950578393692337,0.00043901156787384674,0.0,4.3901156787384676e-05
8471,GB92679,Nevada,No,Premium,High School or Below,1/5/11,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,0.08817320771452578,0.9961044975816293,0.0010784090988018354,0.0002617497812625814,0.00028268976376358794,0.0,6.281994750301953e-05
8472,VQ78876,Oregon,No,Basic,Bachelor,2/3/11,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Branch,SUV,Medsize,0.05180818873517555,0.9986561782812524,0.0012895353282791069,0.0002668004127474014,0.00012228352250922566,0.0,1.1116683864475058e-05
8473,YQ24856,California,No,Basic,Bachelor,1/23/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer2,Web,Two-Door Car,Medsize,0.9999452949522167,0.0,0.009643168595113393,0.0026299550713945615,0.0030682809166269888,0.0,0.0002922172301549513
8474,XV11038,California,No,Extended,College,2/25/11,Medical Leave,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Branch,Sports Car,Medsize,0.4402004572719195,0.8978689230395455,0.005822260476816442,0.0009544689306256463,0.004486003973940537,0.0,0.00014317033959384694
8475,MG88768,California,No,Basic,College,2/4/11,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer2,Branch,Four-Door Car,Medsize,0.05958867857929236,0.9982227173264692,0.0007480667747360919,6.032796570452354e-05,0.0001447871176908565,0.0,0.00010859033826814237
8476,RN36393,California,Yes,Basic,High School or Below,1/19/11,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,SUV,Medsize,0.46835205349342257,0.8835362284930695,0.0030987136691792145,0.00012394854676716857,0.0006817170072194272,3.098713669179214e-05,6.197427338358428e-05
8477,BU59722,Washington,No,Basic,High School or Below,1/9/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Web,Four-Door Car,Medsize,0.9998814480457491,0.0,0.013495942696996206,0.005557152875233732,0.004564804147513423,0.00019846974554406184,0.0017862277098965567
8478,JD86991,Oregon,No,Basic,Bachelor,2/22/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer3,Call Center,Two-Door Car,Medsize,0.07559872530417912,0.997137797417454,0.0009343578486353368,0.00014831076962465664,0.00038560800102410724,0.0,4.449323088739699e-05
8479,QM60216,Oregon,No,Extended,College,1/10/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Luxury Car,Medsize,0.14997423503913787,0.9886825646201448,0.0038053452025639963,0.00018521591693895556,0.0,0.0,1.6837810630814144e-05
8480,NJ43658,California,No,Basic,Master,1/11/11,Disabled,M,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Agent,Luxury SUV,Large,0.7227788288696243,0.6910487984188732,0.006298456181501422,0.00012724153902023076,0.0016223296225079422,0.0,6.362076951011538e-05
8481,GL34504,California,No,Premium,High School or Below,1/19/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Small,0.1383601108203608,0.9903801440706981,0.00174943883643043,0.000441162837012891,0.0006237129764665011,6.0850046484536694e-05,4.563753486340252e-05
8482,YX51934,California,No,Basic,High School or Below,2/22/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Medsize,0.08860715742371592,0.9960659864505071,0.0011033034659526963,0.00018086942064798298,0.00025321718890717617,0.0,9.043471032399149e-05
8483,FO83170,California,No,Basic,Doctor,2/3/11,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer4,Agent,Four-Door Car,Medsize,0.03396409785207638,0.9994226365671819,0.0008385101999934406,0.0,0.0003610252249971758,0.0,1.1645974999908898e-05
8484,JW33458,California,No,Basic,Master,2/15/11,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer3,Call Center,Four-Door Car,Medsize,0.06199005483420341,0.9980759559705594,0.0007573147713696877,7.573147713696877e-05,0.001016965550125009,0.0,7.573147713696877e-05
8485,JP10227,California,Yes,Premium,College,1/1/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Branch,Two-Door Car,Medsize,0.13769282044613898,0.9904743038034104,0.0011436311861891312,0.00017939312724535392,1.121207045283462e-05,0.0,2.242414090566924e-05
8486,HX90683,California,Yes,Basic,College,1/20/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,0.03868798641336058,0.9992499819063296,0.0009701456135012908,0.00040683525727473486,0.001267448301509751,0.0,1.5647509895182112e-05
8487,UC19334,California,No,Extended,High School or Below,1/9/11,Medical Leave,F,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Agent,SUV,Medsize,0.1751417814095846,0.9845315186886674,0.00469694337036735,0.0009319332084062203,0.0003354959550262393,3.727732833624881e-05,3.727732833624881e-05
8488,ED61615,California,No,Basic,High School or Below,1/21/11,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Small,0.2904785273247491,0.956876930972869,0.0025210778661700697,0.00021922416227565826,0.0015345691359296078,0.0,7.307472075855275e-05
8489,CB78049,California,No,Extended,College,1/7/11,Employed,M,Rural,Single,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize,0.04984171917684586,0.9987561396630221,0.0013898049558187075,0.00018127890728070098,9.063945364035049e-05,6.042630242690033e-05,1.5106575606725082e-05
8490,OS70004,California,No,Premium,College,2/25/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize,0.14975619784195732,0.9887152079958922,0.003850245861528363,7.9797841689707e-05,0.0006982311147849362,0.0,1.994946042242675e-05
8491,SM67119,California,No,Basic,College,2/24/11,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Large,0.4038027105272912,0.9148303390371035,0.0035144359018712697,0.0010770045505734535,0.003911227052082542,0.0,0.00011336890006036354
8492,RO77709,California,No,Basic,High School or Below,1/26/11,Employed,M,Urban,Married,Corporate Auto,Corporate L1,Offer2,Call Center,SUV,Small,0.12458940632657466,0.9922070607583302,0.0015557931176140027,0.0004511800041080608,4.667379352842008e-05,0.0,4.667379352842008e-05
8493,QT27514,California,Yes,Basic,Bachelor,1/12/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Small,0.20703570818257666,0.9783298758482515,0.0026079454795031767,0.00011677367818670942,0.0,0.0,0.00023354735637341883
8494,ZT53375,California,No,Basic,Bachelor,1/7/11,Employed,M,Urban,Single,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize,0.06235366995087225,0.9980537973832417,0.0007731827041487,0.0001819253421526353,1.1370333884539706e-05,0.0,7.959233719177794e-05
