,customer,state,response,coverage,education,effective to date,employmentstatus,gender,location code,marital status,policy type,policy,renew offer type,sales channel,vehicle class,vehicle size,vehicle type
10074,RV58659,Washington,No,Basic,College,1/20/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer4,Web,SUV,Medsize,A
10077,MS67230,Nevada,No,Basic,College,1/27/11,Employed,F,Urban,Single,Corporate Auto,Corporate L1,Offer1,Agent,Two-Door Car,Small,A
10079,NK73719,California,No,Premium,College,1/28/11,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Medsize,A
10081,IC59236,California,No,Basic,College,1/28/11,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,A
10084,ZE71012,Nevada,No,Basic,Bachelor,1/6/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer3,Agent,Two-Door Car,Medsize,A
10085,LC47479,Oregon,No,Extended,College,1/11/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Branch,Luxury Car,Small,A
10086,SX25962,Arizona,No,Basic,College,2/18/11,Employed,M,Rural,Single,Personal Auto,Personal L2,Offer3,Branch,Luxury Car,Medsize,A
10088,RJ57593,Arizona,Yes,Basic,Bachelor,2/19/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,A
10092,IK82336,Oregon,No,Basic,College,2/13/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Branch,SUV,Small,A
10093,JZ28301,Oregon,No,Basic,College,2/28/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Large,A
10098,QP56563,Oregon,No,Basic,College,1/13/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,A
10100,ZZ42291,California,No,Extended,Master,1/13/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Small,A
10102,AP66226,Nevada,No,Basic,Bachelor,2/10/11,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,A
10106,WH28633,California,No,Basic,College,1/25/11,Employed,M,Rural,Single,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize,A
10109,ZI47663,Arizona,Yes,Basic,Bachelor,1/7/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize,A
10110,WE97690,Oregon,No,Basic,Bachelor,2/16/11,Employed,F,Urban,Married,Corporate Auto,Corporate L2,Offer2,Web,Four-Door Car,Medsize,A
10113,SS77718,California,No,Extended,Bachelor,1/12/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Large,A
10115,PD11073,California,No,Extended,College,2/3/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
10125,XZ54522,Nevada,No,Premium,Bachelor,2/25/11,Employed,F,Rural,Single,Personal Auto,Personal L1,Offer1,Branch,Two-Door Car,Medsize,A
10126,JK32620,Nevada,No,Basic,College,1/22/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,A
10131,UZ80048,Oregon,No,Extended,College,2/21/11,Retired,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Two-Door Car,Large,A
10132,TM25808,California,No,Basic,High School or Below,2/10/11,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,A
10135,PW95813,Oregon,Yes,Extended,High School or Below,1/20/11,Retired,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Large,A
10136,JP58047,Oregon,No,Extended,College,1/27/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,A
10137,YA10507,California,Yes,Basic,High School or Below,1/15/11,Employed,M,Rural,Married,Special Auto,Special L3,Offer2,Agent,Two-Door Car,Medsize,A
10138,ZO44848,California,No,Basic,College,1/7/11,Unemployed,F,Urban,Married,Special Auto,Special L3,Offer1,Branch,Four-Door Car,Medsize,A
10139,XJ26467,California,No,Extended,College,1/29/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,A
10141,GI30974,Oregon,No,Basic,Bachelor,2/13/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Small,A
10142,TF77410,Arizona,No,Basic,College,2/2/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Small,A
10144,CM95716,California,No,Basic,Bachelor,2/3/11,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Large,A
10146,KR54589,California,No,Basic,High School or Below,1/5/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Small,A
10147,PH83205,Oregon,Yes,Basic,Bachelor,2/27/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Medsize,A
10148,BO21461,California,No,Basic,College,1/10/11,Employed,M,Rural,Single,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Medsize,A
10153,WT21922,Arizona,No,Basic,High School or Below,1/8/11,Employed,F,Rural,Married,Corporate Auto,Corporate L1,Offer1,Branch,Sports Car,Medsize,A
10156,LK40971,California,No,Basic,Bachelor,1/24/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,A
10160,EZ71780,Arizona,No,Extended,High School or Below,2/21/11,Disabled,F,Suburban,Divorced,Special Auto,Special L1,Offer3,Agent,Four-Door Car,Medsize,A
10161,SX26335,Oregon,No,Extended,College,2/8/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Medsize,A
10168,WB38524,California,No,Basic,High School or Below,1/1/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Small,A
10170,ZF95586,Arizona,No,Basic,Master,1/12/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,A
10172,OX62816,Washington,No,Basic,Master,1/23/11,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Web,Four-Door Car,Small,A
10173,EW34780,California,Yes,Premium,Bachelor,2/16/11,Disabled,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
10174,XB64251,Oregon,No,Basic,College,1/27/11,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize,A
10175,QH60569,California,No,Extended,College,1/17/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,A
10176,KM72596,Arizona,No,Extended,Doctor,2/4/11,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,A
10180,TG37225,California,Yes,Basic,College,1/1/11,Retired,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize,A
10182,JB11283,California,No,Basic,Bachelor,2/21/11,Employed,M,Rural,Divorced,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Large,A
10183,TG70775,California,Yes,Basic,High School or Below,1/1/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Large,A
10184,NB18234,Nevada,No,Basic,College,2/11/11,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,A
10187,WE80653,Oregon,No,Basic,Bachelor,2/3/11,Unemployed,F,Rural,Divorced,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,A
10194,WQ18638,Oregon,No,Basic,High School or Below,2/25/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Small,A
10195,ZT31931,Oregon,No,Extended,High School or Below,2/7/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Medsize,A
10197,LD69905,Arizona,No,Extended,High School or Below,2/5/11,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,A
10199,QF76244,Oregon,No,Basic,Doctor,1/2/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Medsize,A
10200,UP97629,California,No,Extended,College,1/6/11,Unemployed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Medsize,A
10201,FP10040,Oregon,No,Basic,High School or Below,1/23/11,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Large,A
10202,AV72430,Oregon,No,Premium,Master,2/8/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Small,A
10203,US63915,Arizona,No,Premium,High School or Below,2/4/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Sports Car,Medsize,A
10204,AR40217,Oregon,No,Basic,High School or Below,2/19/11,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer3,Agent,Two-Door Car,Medsize,A
10211,GG70928,California,No,Basic,Master,2/14/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,A
10217,OT94107,Oregon,No,Extended,Bachelor,2/14/11,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Small,A
10218,ED29955,California,No,Basic,Bachelor,1/15/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
10219,NQ18750,Oregon,No,Premium,College,2/16/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer2,Call Center,Two-Door Car,Small,A
10222,SS48498,Washington,No,Extended,College,1/5/11,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,A
10224,HW42900,California,No,Extended,College,1/29/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Web,Four-Door Car,Small,A
10225,NP19156,Arizona,No,Basic,Master,1/1/11,Employed,F,Urban,Divorced,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize,A
10226,EY71439,California,No,Basic,High School or Below,1/10/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer3,Call Center,Sports Car,Small,A
10229,HF88410,Washington,No,Basic,High School or Below,2/28/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,A
10232,OZ30867,Oregon,No,Basic,High School or Below,2/23/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,SUV,Medsize,A
10233,KC11055,Nevada,No,Extended,Bachelor,1/24/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Luxury Car,Medsize,A
10236,OG84541,Arizona,No,Basic,Master,2/24/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Branch,Sports Car,Medsize,A
10238,XB30904,Arizona,No,Basic,High School or Below,2/9/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize,A
10239,MY80583,Oregon,No,Basic,Bachelor,1/5/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Small,A
10241,OL28902,California,No,Premium,College,1/4/11,Disabled,M,Suburban,Divorced,Personal Auto,Personal L3,Offer4,Agent,SUV,Small,A
10242,LO67195,Arizona,No,Extended,College,1/28/11,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Large,A
10243,VB57504,California,No,Basic,High School or Below,1/5/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,A
10244,CB95310,Arizona,No,Basic,Doctor,1/12/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,A
10249,WJ47053,Oregon,No,Basic,Bachelor,1/17/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,Two-Door Car,Medsize,A
10250,GB68813,Nevada,No,Premium,Bachelor,2/8/11,Medical Leave,F,Suburban,Single,Corporate Auto,Corporate L2,Offer2,Branch,Four-Door Car,Small,A
10251,CN23147,Oregon,No,Premium,Bachelor,2/27/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,A
10253,GN64199,Oregon,No,Basic,Doctor,2/2/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,A
10257,YG46815,Arizona,No,Extended,High School or Below,2/8/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,A
10259,WL72919,California,No,Basic,College,1/8/11,Employed,F,Suburban,Single,Personal Auto,Personal L1,Offer3,Call Center,Four-Door Car,Medsize,A
10260,GL69461,Oregon,No,Basic,College,2/16/11,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Medsize,A
10261,II49996,Arizona,Yes,Basic,Bachelor,2/6/11,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Small,A
10266,SK93727,Washington,No,Premium,High School or Below,2/5/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Small,A
10272,MT78037,California,No,Basic,High School or Below,2/3/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,A
10274,GV76798,California,No,Premium,Master,1/24/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,A
10275,DG34434,California,Yes,Basic,Bachelor,1/21/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Agent,Two-Door Car,Medsize,A
10277,EN27946,California,No,Premium,High School or Below,2/17/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,Two-Door Car,Small,A
10279,LZ81665,Washington,No,Basic,High School or Below,1/8/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,SUV,Medsize,A
10280,IN17648,Nevada,No,Basic,High School or Below,2/27/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize,A
10283,HX17929,California,Yes,Extended,High School or Below,2/19/11,Retired,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Large,A
10286,XK39439,California,No,Extended,College,1/24/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
10287,MY89889,Nevada,No,Basic,Bachelor,1/28/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Large,A
10289,QX42433,California,No,Extended,College,2/24/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
10290,WP60679,Oregon,No,Basic,Bachelor,1/6/11,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer1,Web,Sports Car,Medsize,A
10291,KM52241,Arizona,No,Basic,High School or Below,2/4/11,Unemployed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize,A
10294,XP92021,Oregon,No,Basic,High School or Below,2/27/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Call Center,SUV,Medsize,A
10296,EY19523,Washington,No,Basic,Bachelor,2/2/11,Disabled,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Large,A
10297,LI60972,Arizona,No,Basic,College,2/23/11,Employed,F,Suburban,Married,Special Auto,Special L3,Offer2,Agent,Four-Door Car,Large,A
10303,JI11950,California,No,Basic,High School or Below,2/18/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,A
10304,EZ51276,Arizona,No,Extended,College,1/18/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,A
10305,IP77666,Nevada,Yes,Extended,Bachelor,2/27/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize,A
10306,HP55391,Oregon,No,Basic,Master,1/1/11,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,A
10307,XP81320,Oregon,No,Basic,College,1/27/11,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,A
10309,SG20925,Washington,No,Basic,Master,1/23/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,A
10310,WE23159,Oregon,No,Extended,High School or Below,2/22/11,Unemployed,M,Suburban,Single,Special Auto,Special L2,Offer2,Agent,Sports Car,Small,A
10315,VH35998,California,No,Extended,Doctor,1/17/11,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer4,Agent,Four-Door Car,Medsize,A
10317,ZS35053,Arizona,No,Extended,High School or Below,1/7/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Large,A
10324,EX72956,California,No,Basic,Bachelor,1/27/11,Employed,F,Rural,Single,Personal Auto,Personal L2,Offer3,Branch,Two-Door Car,Large,A
10327,ZE59592,Oregon,No,Basic,College,1/6/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Agent,Two-Door Car,Medsize,A
10329,CO71312,Arizona,No,Premium,High School or Below,1/6/11,Disabled,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize,A
10330,BY88757,California,No,Extended,Master,2/3/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,SUV,Large,A
10333,UX71974,California,No,Basic,College,1/4/11,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Luxury Car,Small,A
10334,FX36546,Washington,No,Extended,Master,1/17/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,A
10341,NG34818,California,No,Extended,Bachelor,1/11/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Small,A
10345,BM30720,Nevada,No,Basic,High School or Below,2/3/11,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer4,Web,Four-Door Car,Small,A
10346,IV74747,California,No,Extended,Doctor,1/12/11,Unemployed,M,Suburban,Divorced,Corporate Auto,Corporate L2,Offer4,Web,Four-Door Car,Medsize,A
10352,UM44109,Oregon,No,Basic,College,1/24/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,A
10353,QV66305,Washington,No,Basic,Master,2/7/11,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Call Center,SUV,Large,A
10358,VH45074,California,No,Basic,College,1/31/11,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Large,A
10359,LP15901,Nevada,No,Basic,Bachelor,1/4/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Luxury SUV,Small,A
10361,HR10835,Nevada,No,Extended,High School or Below,2/11/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize,A
10362,QZ17137,Arizona,No,Extended,High School or Below,2/5/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer3,Call Center,Two-Door Car,Medsize,A
10364,RB34917,Arizona,No,Basic,Bachelor,1/3/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Small,A
10368,QM74621,Oregon,No,Extended,Bachelor,1/27/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,A
10371,WC83553,Oregon,No,Basic,College,2/9/11,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer2,Agent,Two-Door Car,Medsize,A
10374,IJ18945,Washington,No,Extended,College,1/4/11,Employed,F,Suburban,Married,Special Auto,Special L1,Offer2,Agent,Four-Door Car,Medsize,A
10381,KT46283,California,Yes,Basic,College,2/12/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Agent,SUV,Medsize,A
10386,LC60153,California,No,Basic,Bachelor,1/13/11,Employed,M,Urban,Single,Personal Auto,Personal L2,Offer3,Agent,SUV,Large,A
10389,IH54239,California,No,Basic,Master,2/1/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,A
10390,DR77989,California,No,Basic,College,1/25/11,Unemployed,M,Urban,Divorced,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Medsize,A
10391,FB25242,Oregon,No,Basic,College,1/15/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Medsize,A
10392,XU43725,California,No,Extended,College,1/16/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Web,SUV,Medsize,A
10393,MN53151,Oregon,No,Basic,College,2/5/11,Retired,M,Suburban,Divorced,Personal Auto,Personal L1,Offer4,Agent,Sports Car,Medsize,A
10398,DA26490,California,No,Basic,Bachelor,2/13/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Two-Door Car,Small,A
10399,IC70693,California,No,Basic,Bachelor,1/23/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Web,Luxury Car,Medsize,A
10400,KH59823,California,No,Extended,College,1/10/11,Employed,M,Suburban,Divorced,Special Auto,Special L2,Offer1,Branch,SUV,Medsize,A
10401,JP35025,California,No,Basic,Master,2/23/11,Disabled,F,Suburban,Divorced,Corporate Auto,Corporate L1,Offer1,Call Center,Four-Door Car,Small,A
10402,FD21881,Oregon,No,Extended,College,2/14/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer4,Agent,Two-Door Car,Small,A
10403,OH80943,California,Yes,Extended,College,2/19/11,Unemployed,F,Suburban,Divorced,Special Auto,Special L3,Offer2,Agent,Four-Door Car,Medsize,A
10405,RD47708,Oregon,No,Extended,College,2/4/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize,A
10409,BF45697,California,No,Basic,College,1/14/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,A
10411,UY95530,California,Yes,Basic,College,2/7/11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Agent,Sports Car,Medsize,A
10418,ZZ44902,Arizona,No,Premium,High School or Below,1/25/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Agent,Two-Door Car,Small,A
10421,HG32616,Nevada,No,Extended,High School or Below,2/25/11,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Sports Car,Medsize,A
10423,IL19217,California,Yes,Extended,Bachelor,1/28/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Small,A
10426,KO73340,Oregon,No,Basic,College,1/2/11,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize,A
10431,UI19516,California,No,Extended,College,2/22/11,Employed,M,Urban,Divorced,Corporate Auto,Corporate L2,Offer3,Agent,Luxury Car,Medsize,A
10432,AZ50087,California,No,Extended,Bachelor,2/21/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Large,A
10434,FG16766,California,No,Premium,Bachelor,1/24/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,SUV,Medsize,A
10438,BI76326,California,No,Premium,College,1/8/11,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer2,Call Center,SUV,Small,A
10441,MT91823,Arizona,No,Basic,College,1/21/11,Employed,F,Suburban,Married,Special Auto,Special L2,Offer1,Branch,Sports Car,Small,A
10443,DJ87316,Oregon,No,Extended,High School or Below,1/24/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Branch,SUV,Medsize,A
10445,QH56750,Arizona,No,Basic,High School or Below,2/22/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize,A
10446,DQ31994,Nevada,No,Extended,College,2/19/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer2,Agent,Four-Door Car,Medsize,A
10447,JA12995,Oregon,No,Basic,College,2/15/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,A
10449,BQ20851,California,No,Basic,Master,2/23/11,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,A
10450,BT49333,Arizona,No,Basic,High School or Below,1/30/11,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Agent,SUV,Medsize,A
10451,NN68193,Washington,No,Extended,College,2/20/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,SUV,Medsize,A
10454,TP87527,California,No,Basic,High School or Below,2/15/11,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Large,A
10459,TW53467,California,No,Basic,Bachelor,1/12/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Small,A
10461,IW54903,California,Yes,Basic,College,1/26/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize,A
10465,FN50615,Washington,No,Premium,High School or Below,1/16/11,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,A
10466,CD76093,Nevada,No,Basic,College,1/22/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer4,Call Center,Luxury Car,Medsize,A
10471,VA94160,California,No,Basic,High School or Below,1/19/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Large,A
10476,YE88490,Arizona,Yes,Basic,College,2/24/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,A
10477,WI65397,Oregon,No,Extended,Bachelor,2/17/11,Employed,F,Rural,Divorced,Corporate Auto,Corporate L2,Offer1,Agent,Two-Door Car,Medsize,A
10484,GI70759,California,No,Basic,Bachelor,1/3/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
10486,TE13577,Oregon,No,Basic,College,1/23/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Medsize,A
10489,BS34332,Oregon,No,Basic,High School or Below,1/30/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Web,Two-Door Car,Medsize,A
10491,EN21086,Arizona,No,Basic,High School or Below,1/9/11,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Small,A
10493,ML82674,Oregon,No,Extended,Bachelor,1/12/11,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer1,Call Center,SUV,Medsize,A
10494,FY30870,California,No,Extended,High School or Below,2/6/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,A
10498,MM45334,Oregon,No,Basic,College,2/14/11,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize,A
10500,HW19141,Oregon,No,Extended,Bachelor,2/28/11,Employed,F,Urban,Married,Corporate Auto,Corporate L2,Offer2,Call Center,Four-Door Car,Medsize,A
